Component 1,CAS-RN 1,Component 2,CAS-RN 2,Liquid Fraction 1 (mol/mol),Temperature (°C),Liquid Fraction 2 (mol/mol),Pressure EXP (bar),SMILES 1,SMILES 2,Pressure PRED (bar),OriginalIndex,Fold,Replicate
h2,1333-74-0,dimethyl-ether,115-10-6,0.004,15,0.996,11.2,[HH],COC,8.226677,111,1,1
n2,7727-37-9,n-hexane,110-54-3,0.0452,30,0.9548,34.286,N#N,CCCCCC,36.838985,462,1,1
n2,7727-37-9,ethyl acetate,141-78-6,0.0043,30,0.9957,7.4645,N#N,CCOC(=O)C,10.287193,426,1,1
h2,1333-74-0,1-2-dimethoxyethane,110-71-4,0.0188,50,0.9812,44.79000000000001,[HH],COCCOC,54.278362,6,1,1
n2,7727-37-9,acetonitrile,75-05-8,0.0029,31,0.9971,9.1389,N#N,CC#N,18.679882,358,1,1
n2,7727-37-9,dimethyl ether,115-10-6,0.0196,25,0.9804,23.4,N#N,COC,20.063473,382,1,1
n2,7727-37-9,dimethyl ether,115-10-6,0.0529,35,0.9471,52.6,N#N,COC,54.895756,395,1,1
h2,1333-74-0,ethyl formate,109-94-4,0.0074,18,0.9926,26.1,[HH],CCOC=O,14.306629,158,1,1
h2,1333-74-0,DMF,68-12-2,0.0126,50,0.9874,72.9,[HH],CN(C)C=O,71.06828,150,1,1
h2,1333-74-0,n-butyl acetate,123-86-4,0.014,18,0.986,31.0,[HH],CCCCOC(=O)C,18.727558,177,1,1
n2,7727-37-9,dimethyl ether,115-10-6,0.0092,35,0.9908,16.5,N#N,COC,12.866943,391,1,1
h2,1333-74-0,n-hexane,110-54-3,0.0411,25,0.9589,60.00000000000001,[HH],CCCCCC,59.228096,184,1,1
n2,7727-37-9,n-propionaldehyde,123-38-6,0.002,30,0.998,4.1685,N#N,CCC=O,8.863216,472,1,1
h2,1333-74-0,1-4-dioxane,123-91-1,0.0034,25,0.9966,18.95,[HH],C1COCCO1,19.946522,10,1,1
n2,7727-37-9,dimethyl ether,115-10-6,0.054,15,0.946,74.4,N#N,COC,50.599598,378,1,1
h2,1333-74-0,cyclohexane,110-82-7,0.0088,30,0.9912,21.43,[HH],C1CCCCC1,20.119762,103,1,1
h2,1333-74-0,chlorobenzene,108-90-7,0.0119,23,0.9881,47.8,[HH],C1=CC=C(C=C1)Cl,33.982193,81,1,1
h2,1333-74-0,acetone,67-64-1,0.0337,50,0.9663,99.6,[HH],CC(=O)C,96.05977,38,1,1
n2,7727-37-9,n-propionaldehyde,123-38-6,0.025,20,0.975,50.0,N#N,CCC=O,49.467636,464,1,1
h2,1333-74-0,methyl formate,107-31-3,0.0053,18,0.9947,40.7,[HH],COC=O,13.276894,167,1,1
n2,7727-37-9,toluene,108-88-3,0.0117,30,0.9883,22.713,N#N,CC1=CC=CC=C1,26.439922,486,1,1
n2,7727-37-9,dimethyl ether,115-10-6,0.1112,35,0.8888,95.3,N#N,COC,97.251205,399,1,1
n2,7727-37-9,ethanol,64-17-5,0.0123,25,0.9877,35.671,N#N,CCO,33.20488,420,1,1
h2,1333-74-0,n-propionaldehyde,123-38-6,0.03,39,0.97,75.0,[HH],CCC=O,79.507774,198,1,1
methane,74-82-8,n-butanol,71-36-3,0.087,30,0.913,50.9,C,CCCCO,47.20907,296,1,1
n2,7727-37-9,n-propionaldehyde,123-38-6,0.0071,30,0.9929,13.501,N#N,CCC=O,15.724964,474,1,1
methane,74-82-8,4-formylmorpholine,4394-85-8,0.02,40,0.98,38.0,C,C1COCCN1C=O,48.233192,253,1,1
h2,1333-74-0,n-propionaldehyde,123-38-6,0.115,20,0.885,175.0,[HH],CCC=O,191.22592,194,1,1
h2,1333-74-0,chlorobenzene,108-90-7,0.0134,55,0.9866,44.3,[HH],C1=CC=C(C=C1)Cl,48.488987,89,1,1
h2,1333-74-0,DMF,68-12-2,0.006,50,0.994,33.2,[HH],CN(C)C=O,49.39651,146,1,1
h2,1333-74-0,methyl formate,107-31-3,0.0035,18,0.9965,15.9,[HH],COC=O,10.675121,163,1,1
n2,7727-37-9,ethanol,64-17-5,0.0008,25,0.9992,2.295,N#N,CCO,4.588764,414,1,1
n2,7727-37-9,dimethyl ether,115-10-6,0.1178,25,0.8822,102.4,N#N,COC,97.695885,390,1,1
h2,1333-74-0,DMF,68-12-2,0.0076,50,0.9924,42.8,[HH],CN(C)C=O,54.81663,147,1,1
methane,74-82-8,n-heptane,142-82-5,0.125,27,0.875,25.2,C,CCCCCCC,36.99214,305,1,1
methane,74-82-8,ethanol,64-17-5,0.046,40,0.954,40.2,C,CCO,57.115852,286,1,1
h2,1333-74-0,dimethyl-ether,115-10-6,0.001,33,0.999,8.5,[HH],COC,6.2184143,123,1,1
n2,7727-37-9,dimethyl ether,115-10-6,0.0385,35,0.9615,41.1,N#N,COC,39.95439,394,1,1
h2,1333-74-0,cumene,98-82-8,0.0367,50,0.9633,90.2,[HH],CC(C)C1=CC=CC=C1,88.852615,96,1,1
h2,1333-74-0,DMF,68-12-2,0.0136,25,0.9864,96.8,[HH],CN(C)C=O,70.80258,143,1,1
methane,74-82-8,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.0062,40,0.9938,61.83,C,COCCOCCOCCO,29.941,239,1,1
methane,74-82-8,benzene,71-43-2,0.106,20,0.894,49.03,C,C1=CC=CC=C1,41.60693,272,1,1
h2,1333-74-0,cumene,98-82-8,0.0486,50,0.9514,117.0,[HH],CC(C)C1=CC=CC=C1,106.36171,97,1,1
n2,7727-37-9,toluene,108-88-3,0.088,50,0.912,211.7,N#N,CC1=CC=CC=C1,205.83722,494,1,1
h2,1333-74-0,dimethyl-ether,115-10-6,0.058,15,0.942,71.4,[HH],COC,82.58948,122,1,1
h2,1333-74-0,n-hexane,110-54-3,0.0291,25,0.9709,42.90000000000001,[HH],CCCCCC,37.65063,183,1,1
h2,1333-74-0,n-propionaldehyde,123-38-6,0.069,39,0.931,175.0,[HH],CCC=O,146.19699,202,1,1
methane,74-82-8,4-formylmorpholine,4394-85-8,0.0247,25,0.9753,48.4,C,C1COCCN1C=O,51.727406,246,1,1
methane,74-82-8,n-heptane,142-82-5,0.05,27,0.95,10.8,C,CCCCCCC,19.841019,304,1,1
methane,74-82-8,n-butanol,71-36-3,0.102,30,0.898,60.7,C,CCCCO,52.817883,297,1,1
n2,7727-37-9,acetone,67-64-1,0.013,50,0.987,23.5,N#N,CC(=O)C,34.781395,349,1,1
methane,74-82-8,n-butanol,71-36-3,0.035,50,0.965,20.7,C,CCCCO,26.558567,299,1,1
n2,7727-37-9,dimethyl ether,115-10-6,0.0255,35,0.9745,30.7,N#N,COC,26.112873,393,1,1
methane,74-82-8,toluene,108-88-3,0.073,20,0.927,32.64,C,CC1=CC=CC=C1,36.898254,318,1,1
h2,1333-74-0,dimethyl-ether,115-10-6,0.003,33,0.997,11.8,[HH],COC,8.382511,125,1,1
methane,74-82-8,n-butanol,71-36-3,0.065,50,0.935,40.3,C,CCCCO,45.51619,301,1,1
h2,1333-74-0,toluene,108-88-3,0.004,30,0.996,12.22,[HH],CC1=CC=CC=C1,14.954872,223,1,1
n2,7727-37-9,ethanol,64-17-5,0.0014,25,0.9986,4.387,N#N,CCO,5.6211205,416,1,1
h2,1333-74-0,toluene,108-88-3,0.0214,25,0.9786,70.10000000000001,[HH],CC1=CC=CC=C1,51.823616,219,1,1
h2,1333-74-0,dimethyl-ether,115-10-6,0.013,33,0.987,23.2,[HH],COC,18.833778,129,1,1
n2,7727-37-9,ethanol,64-17-5,0.0039,25,0.9961,11.592,N#N,CCO,9.805958,418,1,1
n2,7727-37-9,phenol,108-95-2,0.0128,55,0.9872,80.3,N#N,C1=CC=C(C=C1)O,67.6575,481,1,1
n2,7727-37-9,benzene,71-43-2,0.0131,20,0.9869,31.46,N#N,C1=CC=CC=C1,25.049011,365,1,1
n2,7727-37-9,benzene,71-43-2,0.0119,40,0.9881,25.38,N#N,C1=CC=CC=C1,30.253195,374,1,1
methane,74-82-8,ethanol,64-17-5,0.109,40,0.891,103.1,C,CCO,98.356445,290,1,1
n2,7727-37-9,acetone,67-64-1,0.053,50,0.947,97.3,N#N,CC(=O)C,107.009415,353,1,1
n2,7727-37-9,n-propionaldehyde,123-38-6,0.0007,30,0.9993,1.7161,N#N,CCC=O,6.942505,471,1,1
n2,7727-37-9,benzene,71-43-2,0.0119,20,0.9881,28.32,N#N,C1=CC=CC=C1,23.016716,364,1,1
n2,7727-37-9,ethyl acetate,141-78-6,0.0153,30,0.9847,26.427,N#N,CCOC(=O)C,21.069115,429,1,1
h2,1333-74-0,dimethyl-ether,115-10-6,0.006,15,0.994,11.7,[HH],COC,10.229675,112,1,1
h2,1333-74-0,n-hexane,110-54-3,0.0114,25,0.9886,16.2,[HH],CCCCCC,14.7822,179,1,1
n2,7727-37-9,m-xylene,108-38-3,0.137,40,0.863,300.0,N#N,CC1=CC(=CC=C1)C,286.256,444,1,1
n2,7727-37-9,1-propanol,71-23-8,0.0209,25,0.9791,51.648,N#N,CCCO,47.204285,338,1,1
n2,7727-37-9,1-propanol,71-23-8,0.0008,25,0.9992,1.953,N#N,CCCO,6.6398315,329,1,1
n2,7727-37-9,phenol,108-95-2,0.0068,55,0.9932,50.2,N#N,C1=CC=C(C=C1)O,43.073322,478,1,1
n2,7727-37-9,acetonitrile,75-05-8,0.0014,31,0.9986,4.4944,N#N,CC#N,11.531258,357,1,1
methane,74-82-8,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.0006,40,0.9994,4.44,C,COCCOCCOCCO,18.194767,233,1,1
methane,74-82-8,propanol,71-23-8,0.036,40,0.964,21.65,C,CCCO,34.41885,310,1,1
h2,1333-74-0,methyl formate,107-31-3,0.0044,18,0.9956,21.0,[HH],COC=O,11.975903,164,1,1
h2,1333-74-0,dimethyl-ether,115-10-6,0.06,33,0.94,65.60000000000001,[HH],COC,89.98996,136,1,1
h2,1333-74-0,n-propionaldehyde,123-38-6,0.02,39,0.98,50.0,[HH],CCC=O,51.445442,197,1,1
methane,74-82-8,acetone,67-64-1,0.0434,25,0.9566,22.8,C,CC(=O)C,29.695374,258,1,1
methane,74-82-8,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.0002,40,0.9998,1.74,C,COCCOCCOCCO,17.36942,232,1,1
h2,1333-74-0,dimethyl-ether,115-10-6,0.015,15,0.985,25.6,[HH],COC,18.924278,115,1,1
h2,1333-74-0,dimethyl-ether,115-10-6,0.043,15,0.957,57.40000000000001,[HH],COC,60.784027,120,1,1
n2,7727-37-9,acetone,67-64-1,0.058,30,0.942,119.9,N#N,CC(=O)C,105.74048,347,1,1
h2,1333-74-0,toluene,108-88-3,0.0055,30,0.9945,16.85,[HH],CC1=CC=CC=C1,16.912441,224,1,1
n2,7727-37-9,dimethyl ether,115-10-6,0.1243,35,0.8757,103.5,N#N,COC,108.87549,400,1,1
n2,7727-37-9,1-propanol,71-23-8,0.0102,25,0.9898,25.481,N#N,CCCO,20.509403,336,1,1
h2,1333-74-0,dimethyl-ether,115-10-6,0.007,33,0.993,16.5,[HH],COC,12.617809,127,1,1
methane,74-82-8,ethanol,64-17-5,0.027,40,0.973,23.9,C,CCO,34.04435,285,1,1
n2,7727-37-9,dimethyl ether,115-10-6,0.0969,45,0.9031,83.0,N#N,COC,90.60762,409,1,1
h2,1333-74-0,cyclohexane,110-82-7,0.0174,30,0.9826,42.07,[HH],C1CCCCC1,39.351303,107,1,1
n2,7727-37-9,benzene,71-43-2,0.0106,30,0.9894,24.09,N#N,C1=CC=CC=C1,23.261581,368,1,1
methane,74-82-8,toluene,108-88-3,0.099,40,0.901,44.4,C,CC1=CC=CC=C1,55.828228,324,1,1
h2,1333-74-0,dimethyl-ether,115-10-6,0.039,33,0.961,45.50000000000001,[HH],COC,61.618744,133,1,1
n2,7727-37-9,acetonitrile,75-05-8,0.0099,31,0.9901,31.151,N#N,CC#N,58.32009,361,1,1
h2,1333-74-0,acetonitrile,75-05-8,0.0169,25,0.9831,97.2,[HH],CC#N,65.47216,44,1,1
n2,7727-37-9,n-hexane,110-54-3,0.0043,30,0.9957,3.3872,N#N,CCCCCC,6.75296,457,1,1
h2,1333-74-0,benzene,71-43-2,0.004,30,0.996,11.43,[HH],C1=CC=CC=C1,13.0212555,65,1,1
methane,74-82-8,ethanol,64-17-5,0.0927,25,0.9073,80.94,C,CCO,80.53271,283,1,1
h2,1333-74-0,chlorobenzene,108-90-7,0.0076,55,0.9924,23.3,[HH],C1=CC=C(C=C1)Cl,31.943123,85,1,1
methane,74-82-8,4-formylmorpholine,4394-85-8,0.0006,25,0.9994,0.93,C,C1COCCN1C=O,1.7017288,242,1,1
h2,1333-74-0,n-hexane,110-54-3,0.0562,25,0.9438,83.10000000000001,[HH],CCCCCC,81.017075,186,1,1
n2,7727-37-9,dimethyl ether,115-10-6,0.0096,25,0.9904,15.1,N#N,COC,12.397774,381,1,1
h2,1333-74-0,ethyl formate,109-94-4,0.0091,18,0.9909,31.1,[HH],CCOC=O,16.581482,159,1,1
h2,1333-74-0,1-4-dioxane,123-91-1,0.0171,25,0.9829,94.6,[HH],C1COCCO1,73.16569,12,1,1
h2,1333-74-0,acetone,67-64-1,0.0144,50,0.9856,42.40000000000001,[HH],CC(=O)C,43.24237,35,1,1
h2,1333-74-0,acetone,67-64-1,0.0149,25,0.9851,52.8,[HH],CC(=O)C,32.058853,28,1,1
h2,1333-74-0,n-butanol,71-36-3,0.0044,18,0.9956,15.2,[HH],CCCCO,10.543144,170,1,1
h2,1333-74-0,DMF,68-12-2,0.0104,25,0.9896,72.30000000000001,[HH],CN(C)C=O,59.756557,142,1,1
n2,7727-37-9,dimethyl ether,115-10-6,0.0706,35,0.9294,65.8,N#N,COC,68.45167,396,1,1
n2,7727-37-9,1-propanol,71-23-8,0.0385,25,0.9615,92.95,N#N,CCCO,84.602394,341,1,1
h2,1333-74-0,toluene,108-88-3,0.0299,25,0.9701,96.3,[HH],CC1=CC=CC=C1,71.70722,221,1,1
h2,1333-74-0,cumene,98-82-8,0.0217,50,0.9783,49.7,[HH],CC(C)C1=CC=CC=C1,53.783104,95,1,1
h2,1333-74-0,acetonitrile,75-05-8,0.0183,50,0.9817,86.8,[HH],CC#N,84.0732,51,1,1
methane,74-82-8,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.007,40,0.993,69.94,C,COCCOCCOCCO,31.638365,240,1,1
n2,7727-37-9,benzene,71-43-2,0.0131,30,0.9869,29.72,N#N,C1=CC=CC=C1,28.877207,370,1,1
n2,7727-37-9,benzene,71-43-2,0.0144,40,0.9856,30.92,N#N,C1=CC=CC=C1,38.268806,376,1,1
h2,1333-74-0,n-hexane,110-54-3,0.0108,25,0.9892,15.3,[HH],CCCCCC,14.169762,178,1,1
h2,1333-74-0,acetonitrile,75-05-8,0.0065,25,0.9935,36.6,[HH],CC#N,24.145947,41,1,1
n2,7727-37-9,ethyl formate,109-94-4,0.0007,31,0.9993,1.5857,N#N,CCOC=O,6.386284,430,1,1
h2,1333-74-0,propanol,71-23-8,0.0054,18,0.9946,22.5,[HH],CCCO,12.299877,206,1,1
methane,74-82-8,ethanol,64-17-5,0.053,25,0.947,43.16,C,CCO,55.402393,282,1,1
methane,74-82-8,4-formylmorpholine,4394-85-8,0.0349,40,0.9651,72.0,C,C1COCCN1C=O,82.764626,254,1,1
n2,7727-37-9,dimethyl ether,115-10-6,0.1116,45,0.8884,92.8,N#N,COC,102.38922,410,1,1
h2,1333-74-0,1-2-dimethoxyethane,110-71-4,0.0074,50,0.9926,17.07,[HH],COCCOC,22.406235,4,1,1
methane,74-82-8,4-formylmorpholine,4394-85-8,0.0569,40,0.9431,136.2,C,C1COCCN1C=O,126.496864,256,1,1
n2,7727-37-9,n-heptane,142-82-5,0.0255,40,0.9745,19.9,N#N,CCCCCCC,22.519638,451,1,1
h2,1333-74-0,cyclohexane,110-82-7,0.006,30,0.994,14.68,[HH],C1CCCCC1,16.158264,100,1,1
h2,1333-74-0,toluene,108-88-3,0.0096,30,0.9904,28.93,[HH],CC1=CC=CC=C1,23.24427,226,1,1
n2,7727-37-9,ethyl acetate,141-78-6,0.0021,30,0.9979,3.6202,N#N,CCOC(=O)C,7.9590836,425,1,1
h2,1333-74-0,toluene,108-88-3,0.0027,25,0.9973,8.74,[HH],CC1=CC=CC=C1,12.704834,213,1,1
h2,1333-74-0,n-butanol,71-36-3,0.006,18,0.994,21.5,[HH],CCCCO,12.518341,171,1,1
h2,1333-74-0,cyclohexane,110-82-7,0.0035,30,0.9965,8.870000000000001,[HH],C1CCCCC1,13.338394,98,1,1
methane,74-82-8,n-butanol,71-36-3,0.021,30,0.979,10.6,C,CCCCO,17.227627,292,1,1
h2,1333-74-0,toluene,108-88-3,0.0057,25,0.9943,18.3,[HH],CC1=CC=CC=C1,16.596733,215,1,1
h2,1333-74-0,alpha-methylstyrene,98-83-9,0.022,50,0.978,70.10000000000001,[HH],CC(=C)C1=CC=CC=C1,78.812164,61,1,1
h2,1333-74-0,acetonitrile,75-05-8,0.0062,50,0.9938,29.2,[HH],CC#N,35.051872,47,1,1
h2,1333-74-0,acetone,67-64-1,0.0266,25,0.9734,94.8,[HH],CC(=O)C,65.61927,32,1,1
methane,74-82-8,acetone,67-64-1,0.0725,50,0.9275,42.8,C,CC(=O)C,56.005123,267,1,1
methane,74-82-8,toluene,108-88-3,0.15,40,0.85,70.8,C,CC1=CC=CC=C1,70.50555,327,1,1
h2,1333-74-0,n-propionaldehyde,123-38-6,0.05,39,0.95,125.0,[HH],CCC=O,121.02504,200,1,1
n2,7727-37-9,n-propionaldehyde,123-38-6,0.072,20,0.928,150.0,N#N,CCC=O,142.13461,468,1,1
h2,1333-74-0,acetone,67-64-1,0.0132,25,0.9868,47.3,[HH],CC(=O)C,27.43936,27,1,1
n2,7727-37-9,ethanol,64-17-5,0.0259,25,0.9741,73.565,N#N,CCO,69.48267,422,1,1
h2,1333-74-0,toluene,108-88-3,0.0132,30,0.9868,39.91,[HH],CC1=CC=CC=C1,32.080395,230,1,1
methane,74-82-8,acetone,67-64-1,0.0911,25,0.9089,45.1,C,CC(=O)C,51.78748,260,1,1
methane,74-82-8,ethanol,64-17-5,0.072,40,0.928,65.1,C,CCO,79.205124,288,1,1
h2,1333-74-0,methyl formate,107-31-3,0.0034,18,0.9966,26.3,[HH],COC=O,10.530739,162,1,1
n2,7727-37-9,ethanol,64-17-5,0.0335,25,0.9665,93.637,N#N,CCO,83.40886,423,1,1
h2,1333-74-0,dimethyl-ether,115-10-6,0.072,33,0.928,79.9,[HH],COC,103.21837,138,1,1
h2,1333-74-0,alpha-methylstyrene,98-83-9,0.0289,50,0.9711,90.1,[HH],CC(=C)C1=CC=CC=C1,96.68297,62,1,1
h2,1333-74-0,dimethyl-ether,115-10-6,0.052,33,0.948,58.7,[HH],COC,80.63992,135,1,1
h2,1333-74-0,dimethyl-ether,115-10-6,0.01,33,0.99,19.6,[HH],COC,15.762886,128,1,1
n2,7727-37-9,n-propionaldehyde,123-38-6,0.0045,30,0.9955,8.6081,N#N,CCC=O,12.368488,473,1,1
h2,1333-74-0,1-2-dimethoxyethane,110-71-4,0.0295,50,0.9705,70.80000000000001,[HH],COCCOC,79.199066,8,1,1
methane,74-82-8,toluene,108-88-3,0.136,40,0.864,63.0,C,CC1=CC=CC=C1,66.88205,326,1,1
n2,7727-37-9,n-hexane,110-54-3,0.0223,30,0.9777,16.735,N#N,CCCCCC,20.074963,460,1,1
h2,1333-74-0,benzene,71-43-2,0.0027,30,0.9973,9.89,[HH],C1=CC=CC=C1,11.249985,64,1,1
methane,74-82-8,n-butanol,71-36-3,0.048,50,0.952,29.8,C,CCCCO,35.56204,300,1,1
h2,1333-74-0,1-4-dioxane,123-91-1,0.013,50,0.987,57.1,[HH],C1COCCO1,64.547,14,1,1
h2,1333-74-0,ethanol,64-17-5,0.0067,18,0.9933,31.2,[HH],CCO,12.299938,156,1,1
h2,1333-74-0,acetonitrile,75-05-8,0.0062,25,0.9938,35.9,[HH],CC#N,23.023014,40,1,1
n2,7727-37-9,dimethyl ether,115-10-6,0.059,15,0.941,79.6,N#N,COC,54.326286,379,1,1
n2,7727-37-9,n-hexane,110-54-3,0.0017,30,0.9983,1.465,N#N,CCCCCC,4.7935257,456,1,1
n2,7727-37-9,dimethyl ether,115-10-6,0.1265,45,0.8734999999999999,102.1,N#N,COC,116.655304,411,1,1
h2,1333-74-0,toluene,108-88-3,0.0132,25,0.9868,42.7,[HH],CC1=CC=CC=C1,29.873432,216,1,1
methane,74-82-8,dimethyl-ether,115-10-6,0.121,40,0.879,40.3,C,COC,41.450428,279,1,1
n2,7727-37-9,ethyl formate,109-94-4,0.0021,31,0.9979,4.0457,N#N,CCOC=O,8.511951,431,1,1
n2,7727-37-9,ethyl acetate,141-78-6,0.0073,30,0.9927,12.529,N#N,CCOC(=O)C,13.3657875,427,1,1
n2,7727-37-9,1-propanol,71-23-8,0.0157,25,0.9843,39.068,N#N,CCCO,33.17224,337,1,1
methane,74-82-8,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.004,40,0.996,32.14,C,COCCOCCOCCO,25.283955,236,1,1
h2,1333-74-0,propanol,71-23-8,0.0074,18,0.9926,30.4,[HH],CCCO,15.020195,207,1,1
h2,1333-74-0,THF,109-99-9,0.0279,50,0.9721,86.10000000000001,[HH],C1CCOC1,92.30684,212,1,1
methane,74-82-8,n-butanol,71-36-3,0.071,30,0.929,40.8,C,CCCCO,39.945877,295,1,1
n2,7727-37-9,n-heptane,142-82-5,0.1205,40,0.8795,104.5,N#N,CCCCCCC,82.974976,454,1,1
methane,74-82-8,4-formylmorpholine,4394-85-8,0.0055,40,0.9945,9.88,C,C1COCCN1C=O,14.262764,251,1,1
n2,7727-37-9,toluene,108-88-3,0.0079,30,0.9921,15.268,N#N,CC1=CC=CC=C1,19.482826,485,1,1
n2,7727-37-9,n-hexane,110-54-3,0.0003,30,0.9997,0.47367,N#N,CCCCCC,3.8221664,455,1,1
methane,74-82-8,n-butanol,71-36-3,0.095,50,0.905,60.7,C,CCCCO,59.535255,303,1,1
n2,7727-37-9,acetone,67-64-1,0.025,50,0.975,43.8,N#N,CC(=O)C,60.566944,350,1,1
methane,74-82-8,acetone,67-64-1,0.0994,50,0.9006,59.8,C,CC(=O)C,68.03129,269,1,1
h2,1333-74-0,n-propionaldehyde,123-38-6,0.059,39,0.941,150.0,[HH],CCC=O,134.07874,201,1,1
h2,1333-74-0,methyl formate,107-31-3,0.0026,18,0.9974,11.9,[HH],COC=O,9.368969,161,1,1
h2,1333-74-0,acetonitrile,75-05-8,0.0116,25,0.9884,67.7,[HH],CC#N,44.328358,43,1,1
h2,1333-74-0,toluene,108-88-3,0.0155,25,0.9845,50.2,[HH],CC1=CC=CC=C1,36.160545,217,1,1
n2,7727-37-9,dimethyl ether,115-10-6,0.0052,45,0.9948,15.0,N#N,COC,10.366913,401,1,1
h2,1333-74-0,n-propionaldehyde,123-38-6,0.057,20,0.943,75.0,[HH],CCC=O,123.25548,190,1,1
methane,74-82-8,n-hexane,110-54-3,0.0985,38,0.9015,21.5,C,CCCCCC,34.157375,309,1,1
methane,74-82-8,acetone,67-64-1,0.067,25,0.933,35.5,C,CC(=O)C,41.412987,259,1,1
h2,1333-74-0,cyclohexane,110-82-7,0.0125,30,0.9875,30.05,[HH],C1CCCCC1,27.75999,105,1,1
h2,1333-74-0,alpha-methylstyrene,98-83-9,0.0089,35,0.9911,30.2,[HH],CC(=C)C1=CC=CC=C1,28.816458,53,1,1
n2,7727-37-9,dimethyl ether,115-10-6,0.1038,25,0.8962,91.4,N#N,COC,86.971245,389,1,1
h2,1333-74-0,1-2-dimethoxyethane,110-71-4,0.0162,25,0.9838,45.82,[HH],COCCOC,36.691387,1,1,1
n2,7727-37-9,methyl formate,107-31-3,0.0034,30,0.9966,8.4072,N#N,COC=O,13.111805,438,1,1
n2,7727-37-9,phenol,108-95-2,0.009,55,0.991,60.4,N#N,C1=CC=C(C=C1)O,52.747963,479,1,1
h2,1333-74-0,acetonitrile,75-05-8,0.0123,50,0.9877,57.8,[HH],CC#N,61.112244,49,1,1
n2,7727-37-9,ethanol,64-17-5,0.0069,25,0.9931,20.333,N#N,CCO,15.429855,419,1,1
h2,1333-74-0,chlorobenzene,108-90-7,0.0111,23,0.9889,43.0,[HH],C1=CC=C(C=C1)Cl,31.846748,80,1,1
h2,1333-74-0,propanol,71-23-8,0.0044,18,0.9956,17.8,[HH],CCCO,10.932816,205,1,1
h2,1333-74-0,acetone,67-64-1,0.0138,50,0.9862,40.5,[HH],CC(=O)C,41.25151,34,1,1
methane,74-82-8,acetone,67-64-1,0.0153,50,0.9847,10.6,C,CC(=O)C,18.197979,263,1,1
n2,7727-37-9,benzene,71-43-2,0.0144,20,0.9856,34.67,N#N,C1=CC=CC=C1,27.859383,366,1,1
h2,1333-74-0,chlorobenzene,108-90-7,0.0174,55,0.9826,56.7,[HH],C1=CC=C(C=C1)Cl,59.6484,91,1,1
n2,7727-37-9,1-propanol,71-23-8,0.0269,25,0.9731,66.036,N#N,CCCO,62.471188,339,1,1
n2,7727-37-9,n-propionaldehyde,123-38-6,0.101,20,0.899,200.0,N#N,CCC=O,207.65231,470,1,1
h2,1333-74-0,acetonitrile,75-05-8,0.0205,50,0.9795,100.5,[HH],CC#N,91.17577,52,1,1
n2,7727-37-9,acetone,67-64-1,0.044,30,0.956,87.0,N#N,CC(=O)C,85.12396,345,1,1
methane,74-82-8,acetone,67-64-1,0.0223,50,0.9777,15.0,C,CC(=O)C,22.965698,264,1,1
methane,74-82-8,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.0092,40,0.9908,83.64,C,COCCOCCOCCO,36.301346,241,1,1
h2,1333-74-0,1-4-dioxane,123-91-1,0.0065,50,0.9935,28.6,[HH],C1COCCO1,41.225628,13,1,1
methane,74-82-8,THF,109-99-9,0.0019,25,0.9981,1.01325,C,C1CCOC1,10.026138,315,1,1
h2,1333-74-0,chlorobenzene,108-90-7,0.0123,55,0.9877,39.40000000000001,[HH],C1=CC=C(C=C1)Cl,45.411663,88,1,1
n2,7727-37-9,dimethyl ether,115-10-6,0.0808,25,0.9192,72.3,N#N,COC,71.02752,387,1,1
methane,74-82-8,cyclohexane,108-95-2,0.075,20,0.925,21.2,C,C1=CC=C(C=C1)O,48.17366,273,1,1
h2,1333-74-0,methyl formate,107-31-3,0.005,18,0.995,27.1,[HH],COC=O,12.843231,166,1,1
n2,7727-37-9,1-propanol,71-23-8,0.0004,25,0.9996,1.171,N#N,CCCO,6.037224,328,1,1
n2,7727-37-9,toluene,108-88-3,0.097,40,0.903,200.0,N#N,CC1=CC=CC=C1,223.84961,489,1,1
h2,1333-74-0,dimethyl-ether,115-10-6,0.046,33,0.954,52.1,[HH],COC,72.57474,134,1,1
methane,74-82-8,n-heptane,142-82-5,0.064,38,0.936,13.7895,C,CCCCCCC,24.43623,306,1,1
n2,7727-37-9,phenol,108-95-2,0.0033,55,0.9967,40.3,N#N,C1=CC=C(C=C1)O,26.273708,477,1,1
methane,74-82-8,toluene,108-88-3,0.087,20,0.913,39.33,C,CC1=CC=CC=C1,41.416252,319,1,1
h2,1333-74-0,dimethyl-ether,115-10-6,0.007,33,0.993,16.5,[HH],COC,19.523922,127,2,1
n2,7727-37-9,acetonitrile,75-05-8,0.0099,31,0.9901,31.151,N#N,CC#N,48.573753,361,2,1
h2,1333-74-0,chlorobenzene,108-90-7,0.0138,23,0.9862,52.50000000000001,[HH],C1=CC=C(C=C1)Cl,42.096203,82,2,1
h2,1333-74-0,alpha-methylstyrene,98-83-9,0.0157,50,0.9843,50.1,[HH],CC(=C)C1=CC=CC=C1,56.253735,60,2,1
